"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched","support","age_num_imp"
"39","cell",6,39,"02-30to39","02-male","04-HS","02-N","W","01-protestant","07-75to100k","7","03-Cell only","IN","Midwest","04","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.143435967852518,0.0745083125276676,0.159856258478006,"2-Rep",39
"57","cell",6,57,"04-50to59","01-female","01-postgrad","02-N","A","07-other","06-50to75k","3","03-Cell only","LA","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.0555421570715873,0.721041644725776,0.135996106408304,"1-Dem",57
"52","cell",6,52,"04-50to59","01-female","04-HS","02-N","O","02-catholic","03-20to30k","2","03-Cell only","TX","South","01-Lowest","01-Yes","05-Ind","03-Moderate",1,0,0,0.00027045570378032,0.0693108661719946,0.119203298056852,"1-Dem",52
"47","cell",6,47,"03-40to49","02-male","04-HS","02-N","W","01-protestant","07-75to100k","4","03-Cell only","LA","South","01-Lowest","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,-0.0550012456640267,0.161883301483211,0.0745682606450232,"2-Rep",47
"54","cell",6,54,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","09-over150k","2","03-Cell only","MN","Midwest","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.0223791362509031,0.293480331391584,0.0485460790750641,"1-Dem",54
"34","cell",6,34,"02-30to39","01-female","01-postgrad","02-N","W","04-jewish","05-40to50k","2","03-Cell only","IL","Midwest","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.198707669220325,0.172734140531616,0.0831709428740085,"1-Dem",34
"23","cell",6,23,"01-Under 30","02-male","02-bach","02-N","W","01-protestant","07-75to100k","5","03-Cell only","IL","Midwest","02","02-Probably","03-Lean Dem","03-Moderate",1,0,0,-0.3203054122295,0.058984767670669,0.913470783633756,"1-Dem",23
"56","cell",6,56,"04-50to59","02-male","04-HS","02-N","W","01-protestant","09-over150k","2","03-Cell only","AL","South","02","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0444878167980259,0.340794152277345,0.0520008695492457,"2-Rep",56
"45","cell",6,45,"03-40to49","01-female","02-bach","02-N","W","01-protestant","07-75to100k","2","01-Both","AR","South","02","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.0771099262111495,0.41021785772564,0.0850575802607185,"2-Rep",45
"60","cell",6,60,"05-60to69","01-female","03-assoc","02-N","B","07-other","02-10to20k","5","01-Both","TX","South","01-Lowest","01-Yes","01-Dem","05-Very conservative",1,0,0,0.0887051778922715,0.444679703114207,0.512982371112897,"1-Dem",60
"61","cell",6,61,"05-60to69","01-female","03-assoc","02-N","O","01-protestant","99-DK/refused","2","03-Cell only","TX","South","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.0997595181658329,0.471830061968177,0.039948954315898,"2-Rep",61
"38","cell",6,38,"02-30to39","02-male","03-assoc","02-N","B","07-other","05-40to50k","6","03-Cell only","IL","Midwest","02","03-No","06-None","01-Very liberal",1,0,0,-0.154490308126079,0.0673073642019744,0.237812624231539,"1-Dem",38
"62","cell",6,62,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","2","03-Cell only","AR","South","01-Lowest","02-Probably","03-Lean Dem","04-Conservative",0,1,0,0.110813858439394,0.499148100988384,0.0121435101206086,"2-Rep",62
"62","cell",6,62,"05-60to69","01-female","01-postgrad","02-N","W","01-protestant","99-DK/refused","2","01-Both","LA","South","04","01-Yes","02-Rep","04-Conservative",0,0,1,0.110813858439394,0.817065694747481,0.00627174461705629,"3-Other",62
"69","cell",6,69,"05-60to69","01-female","05-less than HS","02-N","W","01-protestant","01-under10k","1","03-Cell only","MS","South","02","01-Yes","03-Lean Dem","04-Conservative",1,0,0,0.188194240354324,0.681860172773606,0.0505690336855554,"1-Dem",69
"40","cell",6,40,"03-40to49","01-female","03-assoc","02-N","W","07-other","06-50to75k","2","03-Cell only","FL","South","02","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.132381627578956,0.0824115901025519,0.0414108333144476,"1-Dem",40
"78","cell",6,78,"06-Over 70","01-female","03-assoc","02-N","O","05-muslim","03-20to30k","2","01-Both","WI","Midwest","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.287683302816377,0.851556070397715,0.954881735160126,"2-Rep",78
"31","cell",6,31,"02-30to39","02-male","04-HS","02-N","W","01-protestant","07-75to100k","3","01-Both","OK","South","04","03-No","04-Lean Rep","05-Very conservative",0,1,0,-0.231870690041009,0.0324663111698029,0.0459048304916211,"2-Rep",31
"56","cell",6,56,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","08-100to150k","2","01-Both","IA","Midwest","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.0444878167980259,0.340794152277345,0.0965267371546704,"2-Rep",56
"40","cell",6,40,"03-40to49","02-male","03-assoc","02-N","W","07-other","09-over150k","4","03-Cell only","TN","South","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.132381627578956,0.0824115901025519,0.241968009260128,"1-Dem",40
"32","cell",6,32,"02-30to39","02-male","01-postgrad","02-N","W","01-protestant","06-50to75k","3","03-Cell only","TX","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,-0.220816349767448,0.143667680026585,0.0683352469519285,"1-Dem",32
"73","cell",6,73,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","08-100to150k","2","01-Both","WI","Midwest","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.23241160144857,0.937020744483839,0.577235912529495,"2-Rep",73
"33","cell",6,33,"02-30to39","02-male","01-postgrad","02-N","B","01-protestant","07-75to100k","5","01-Both","AL","South","02","01-Yes","01-Dem","04-Conservative",1,0,0,-0.209762009493886,0.157657191207304,0.970336672155675,"1-Dem",33
"56","cell",6,56,"04-50to59","01-female","03-assoc","02-N","W","02-catholic","03-20to30k","2","03-Cell only","WI","Midwest","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.0444878167980259,0.340794152277345,0.00736888177731995,"2-Rep",56
"70","cell",6,70,"06-Over 70","02-male","01-postgrad","02-N","W","06-LDS","07-75to100k","2","01-Both","TX","South","03","01-Yes","02-Rep","03-Moderate",0,1,0,0.199248580627885,0.914645643096247,0.326773073086712,"2-Rep",70
"57","cell",6,57,"04-50to59","01-female","02-bach","02-N","O","02-catholic","08-100to150k","2","01-Both","TN","South","02","01-Yes","01-Dem","01-Very liberal",1,0,0,0.0555421570715873,0.721041644725776,0.693751220411385,"1-Dem",57
"40","cell",6,40,"03-40to49","02-male","04-HS","02-N","W","01-protestant","06-50to75k","3","03-Cell only","TN","South","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.132381627578956,0.0824115901025519,0.0156436935380409,"2-Rep",40
"19","cell",6,19,"01-Under 30","02-male","04-HS","02-N","W","01-protestant","04-30to40k","4","03-Cell only","AL","South","02","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-0.364522773323746,0.00894880223597766,0.944770613853705,"1-Dem",19
"39","cell",6,39,"02-30to39","02-male","03-assoc","02-N","B","01-protestant","06-50to75k","4","03-Cell only","FL","South","04","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.143435967852518,0.0745083125276676,0.73250488308321,"2-Rep",39
"28","cell",6,28,"01-Under 30","02-male","02-bach","02-N","W","07-other","03-20to30k","3","03-Cell only","WI","Midwest","02","03-No","05-Ind","03-Moderate",0,0,1,-0.265033710861693,0.023597777530442,0.0103469314671982,"3-Other",28
"40","cell",6,40,"03-40to49","02-male","04-HS","02-N","W","01-protestant","99-DK/refused","Don't know/Refused","03-Cell only","AR","South","02","01-Yes","04-Lean Rep","04-Conservative",0,0,1,-0.132381627578956,0.0824115901025519,0.00809334624234886,"3-Other",40
"19","cell",6,19,"01-Under 30","02-male","05-less than HS","01-Y","W","01-protestant","03-20to30k","4","01-Both","TX","South","05-Highest","01-Yes","03-Lean Dem","99-DK/refused",1,0,0,-0.364522773323746,0.00894880223597766,0.970861221653895,"1-Dem",19
"54","cell",6,54,"04-50to59","02-male","02-bach","02-N","W","01-protestant","06-50to75k","4","03-Cell only","OK","South","04","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0223791362509031,0.650550434836325,0.0485460790750641,"2-Rep",54
"59","cell",6,59,"04-50to59","02-male","04-HS","02-N","W","01-protestant","08-100to150k","2","03-Cell only","TX","South","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.0776508376187101,0.417855649187151,0.0457339965317567,"2-Rep",59
"47","cell",6,47,"03-40to49","01-female","03-assoc","02-N","W","02-catholic","06-50to75k","2","03-Cell only","IL","Midwest","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.0550012456640267,0.161883301483211,0.0207980483670076,"2-Rep",47
"66","cell",6,66,"05-60to69","01-female","03-assoc","02-N","B","01-protestant","99-DK/refused","1","01-Both","MO","Midwest","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,0.15503121953364,0.606866315379012,0.379930073099327,"1-Dem",66
"50","cell",6,50,"04-50to59","02-male","03-assoc","02-N","W","07-other","08-100to150k","2","01-Both","IL","Midwest","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.0218382248433425,0.211466745133075,0.0902996025419334,"1-Dem",50
"24","cell",6,24,"01-Under 30","01-female","02-bach","01-Y","O","02-catholic","03-20to30k","3","03-Cell only","TX","South","03","03-No","01-Dem","04-Conservative",1,0,0,-0.309251071955939,0.0653577085551759,0.421329709909888,"1-Dem",24
"67","cell",6,67,"05-60to69","02-male","03-assoc","02-N","W","03-athiest","02-10to20k","1","01-Both","IL","Midwest","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.166085559807201,0.632637946954485,0.121030847275589,"1-Dem",67
"23","cell",6,23,"01-Under 30","01-female","04-HS","02-N","W","03-athiest","03-20to30k","3","03-Cell only","MN","Midwest","01-Lowest","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-0.3203054122295,0.0137933395735002,0.273574081146685,"1-Dem",23
"32","cell",6,32,"02-30to39","02-male","03-assoc","02-N","B","01-protestant","06-50to75k","4","01-Both","MS","South","02","01-Yes","01-Dem","03-Moderate",1,0,0,-0.220816349767448,0.0360839627826391,0.967310090084526,"1-Dem",32
"43","cell",6,43,"03-40to49","02-male","02-bach","02-N","W","01-protestant","06-50to75k","3","03-Cell only","TN","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,-0.0992186067582722,0.358507469677967,0.0107931988744372,"2-Rep",43
"45","cell",6,45,"03-40to49","02-male","02-bach","01-Y","W","01-protestant","08-100to150k","3","03-Cell only","TX","South","04","01-Yes","05-Ind","03-Moderate",0,0,1,-0.0771099262111495,0.134346219747995,0.0172558200935104,"3-Other",45
"31","cell",6,31,"02-30to39","01-female","02-bach","02-N","O","01-protestant","05-40to50k","2","03-Cell only","MO","Midwest","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.231870690041009,0.130726861181796,0.785690254560995,"2-Rep",31
"24","cell",6,24,"01-Under 30","02-male","03-assoc","01-Y","W","07-other","06-50to75k","1","03-Cell only","MN","Midwest","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.309251071955939,0.015363340893211,0.843259453699477,"1-Dem",24
"20","cell",6,20,"01-Under 30","02-male","03-assoc","02-N","W","03-athiest","06-50to75k","2","03-Cell only","WI","Midwest","03","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-0.353468433050184,0.0099729592781272,0.892591954251186,"1-Dem",20
"68","cell",6,68,"05-60to69","02-male","02-bach","02-N","O","01-protestant","05-40to50k","2","01-Both","TX","South","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,0.177139900080763,0.895943377190953,0.769070383962051,"1-Dem",68
"86","cell",6,86,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","02-10to20k","1","01-Both","TX","South","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.376118025004868,0.932263533792709,0.973228334056188,"2-Rep",86
"46","cell",6,46,"03-40to49","02-male","02-bach","02-N","W","07-other","08-100to150k","1","03-Cell only","IL","Midwest","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.0660555859375881,0.436919597730896,0.107197833195921,"1-Dem",46
"41","cell",6,41,"03-40to49","02-male","02-bach","02-N","W","03-athiest","07-75to100k","2","03-Cell only","TN","South","04","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.121327287305395,0.309890504811517,0.049930221664305,"2-Rep",41
"42","cell",6,42,"03-40to49","02-male","02-bach","02-N","B","01-protestant","01-under10k","2","03-Cell only","TX","South","05-Highest","03-No","03-Lean Dem","03-Moderate",1,0,0,-0.110272947031834,0.333757364466748,0.0167697825304834,"1-Dem",42
"22","cell",6,22,"01-Under 30","02-male","03-assoc","02-N","W","07-other","08-100to150k","4","03-Cell only","MN","Midwest","05-Highest","01-Yes","03-Lean Dem","03-Moderate",0,0,1,-0.331359752503062,0.0123817613534875,0.9544716291593,"3-Other",22
"26","cell",6,26,"01-Under 30","02-male","01-postgrad","02-N","W","07-other","04-30to40k","2","03-Cell only","KY","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,-0.287142391408816,0.080061974788014,0.347603390495179,"1-Dem",26
"64","cell",6,64,"05-60to69","02-male","02-bach","02-N","W","01-protestant","09-over150k","2","01-Both","TX","South","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.132922538986517,0.847532225708914,0.243259152259694,"2-Rep",64
"23","cell",6,23,"01-Under 30","01-female","02-bach","01-Y","W","07-other","99-DK/refused","3","01-Both","WI","Midwest","03","03-No","01-Dem","01-Very liberal",1,0,0,-0.3203054122295,0.058984767670669,0.0255003812186949,"1-Dem",23
"62","cell",6,62,"05-60to69","02-male","03-assoc","02-N","W","06-LDS","06-50to75k","3","03-Cell only","CO","West","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.110813858439394,0.499148100988384,0.0121435101206086,"2-Rep",62
"28","cell",6,28,"01-Under 30","02-male","03-assoc","02-N","O","07-other","06-50to75k","4","03-Cell only","MT","West","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.265033710861693,0.023597777530442,0.968911507611818,"2-Rep",28
"18","cell",6,18,"01-Under 30","02-male","04-HS","02-N","W","04-jewish","05-40to50k","3","01-Both","CO","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,-0.375577113597307,0.00802896641083439,0.929127669616084,"1-Dem",18
"28","cell",6,28,"01-Under 30","02-male","04-HS","02-N","W","07-other","08-100to150k","5","03-Cell only","MT","West","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.265033710861693,0.023597777530442,0.751383050656023,"2-Rep",28
"60","cell",6,60,"05-60to69","01-female","03-assoc","01-Y","O","01-protestant","07-75to100k","4","03-Cell only","NM","West","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.0887051778922715,0.444679703114207,0.67230037713122,"2-Rep",60
"24","cell",6,24,"01-Under 30","01-female","03-assoc","01-Y","O","07-other","02-10to20k","2","03-Cell only","CO","West","01-Lowest","03-No","05-Ind","03-Moderate",1,0,0,-0.309251071955939,0.00346943349969903,0.586459821734739,"1-Dem",24
"72","cell",6,72,"06-Over 70","01-female","01-postgrad","02-N","W","01-protestant","07-75to100k","2","01-Both","CO","West","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.221357261175008,0.930248214197417,0.433520185600616,"1-Dem",72
"70","cell",6,70,"06-Over 70","02-male","01-postgrad","02-N","W","02-catholic","99-DK/refused","2","01-Both","SD","Midwest","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,0.199248580627885,0.914645643096247,0.0235956021859326,"2-Rep",70
"30","cell",6,30,"02-30to39","02-male","04-HS","02-N","W","07-other","05-40to50k","4","03-Cell only","AK","West","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.24292503031457,0.0292003653926103,0.39081867109463,"2-Rep",30
"64","cell",6,64,"05-60to69","02-male","02-bach","02-N","W","07-other","03-20to30k","1","03-Cell only","NM","West","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,0.132922538986517,0.847532225708914,0.0416906598574759,"1-Dem",64
"48","cell",6,48,"03-40to49","02-male","03-assoc","01-Y","O","02-catholic","06-50to75k","3","03-Cell only","CO","West","01-Lowest","01-Yes","05-Ind","03-Moderate",1,0,0,-0.0439469053904653,0.045874315057007,0.129494538138208,"1-Dem",48
"25","cell",6,25,"01-Under 30","01-female","01-postgrad","02-N","W","07-other","02-10to20k","2","03-Cell only","MT","West","01-Lowest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.298196731682377,0.0723662548219254,0.273003486505081,"1-Dem",25
"49","cell",6,49,"03-40to49","02-male","03-assoc","02-N","W","02-catholic","05-40to50k","1","03-Cell only","CO","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.0328925651169039,0.19380105013562,0.0362511816991187,"2-Rep",49
"58","cell",6,58,"04-50to59","02-male","01-postgrad","02-N","W","07-other","09-over150k","2","03-Cell only","IA","Midwest","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.0665964973451487,0.742504366964883,0.0582584146741453,"1-Dem",58
"45","cell",6,45,"03-40to49","02-male","99-DK/refused","02-N","W","02-catholic","01-under10k","1","03-Cell only","KS","Midwest","01-Lowest","03-No","01-Dem","02-Liberal",1,0,0,-0.0771099262111495,0.134346219747995,0.00169981823091227,"1-Dem",45
"50","cell",6,50,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","03-20to30k","1","03-Cell only","MO","Midwest","01-Lowest","02-Probably","01-Dem","04-Conservative",1,0,0,-0.0218382248433425,0.211466745133075,0.0184033291861467,"1-Dem",50
"19","cell",6,19,"01-Under 30","02-male","03-assoc","02-N","B","01-protestant","07-75to100k","4","01-Both","MS","South","02","02-Probably","04-Lean Rep","04-Conservative",0,0,1,-0.364522773323746,0.00894880223597766,0.999606268282742,"3-Other",19
"74","cell",6,74,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","99-DK/refused","2","01-Both","MN","Midwest","05-Highest","02-Probably","02-Rep","04-Conservative",0,1,0,0.243465941722131,0.787394595628646,0.0592827866019211,"2-Rep",74
"41","cell",6,41,"03-40to49","02-male","04-HS","02-N","W","07-other","05-40to50k","4","03-Cell only","IL","Midwest","03","01-Yes","02-Rep","04-Conservative",0,1,0,-0.121327287305395,0.091070694747757,0.0683334460828867,"2-Rep",41
"70","cell",6,70,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","04-30to40k","2","03-Cell only","MN","Midwest","05-Highest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.199248580627885,0.914645643096247,0.0616403565429444,"2-Rep",70
"42","cell",6,42,"03-40to49","02-male","02-bach","01-Y","O","03-athiest","09-over150k","5","03-Cell only","IL","Midwest","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.110272947031834,0.333757364466748,0.83137476742272,"1-Dem",42
"27","cell",6,27,"01-Under 30","01-female","01-postgrad","02-N","W","07-other","06-50to75k","2","03-Cell only","HI","West","01-Lowest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.276088051135255,0.0884980123829525,0.433452817669415,"1-Dem",27
"63","cell",6,63,"05-60to69","01-female","02-bach","02-N","W","03-athiest","05-40to50k","3","01-Both","CA","West","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.121868198712956,0.832853071241988,0.0264386310198418,"1-Dem",63
"69","cell",6,69,"05-60to69","01-female","02-bach","02-N","W","02-catholic","04-30to40k","1","01-Both","AZ","West","01-Lowest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.188194240354324,0.905709111000691,0.282413048685155,"1-Dem",69
"22","cell",6,22,"01-Under 30","02-male","02-bach","01-Y","W","07-other","04-30to40k","2","03-Cell only","CA","West","03","03-No","03-Lean Dem","03-Moderate",1,0,0,-0.331359752503062,0.0531978738113083,0.215766317715193,"1-Dem",22
"46","cell",6,46,"03-40to49","01-female","02-bach","02-N","W","01-protestant","04-30to40k","2","03-Cell only","CA","West","05-Highest","01-Yes","04-Lean Rep","03-Moderate",1,0,0,-0.0660555859375881,0.436919597730896,0.0115093172238988,"1-Dem",46
"76","cell",6,76,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","1","01-Both","AZ","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.265574622269254,0.821724464771183,0.611444616860125,"1-Dem",76
"67","cell",6,67,"05-60to69","01-female","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","WA","West","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.166085559807201,0.885294299807714,0.272355510369342,"1-Dem",67
"45","cell",6,45,"03-40to49","02-male","01-postgrad","01-Y","W","02-catholic","09-over150k","3","03-Cell only","WA","West","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.0771099262111495,0.41021785772564,0.023919150055131,"1-Dem",45
"24","cell",6,24,"01-Under 30","02-male","04-HS","02-N","W","01-protestant","06-50to75k","1","03-Cell only","CA","West","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.309251071955939,0.015363340893211,0.843259453699477,"2-Rep",24
"37","cell",6,37,"02-30to39","02-male","02-bach","02-N","W","01-protestant","09-over150k","5","01-Both","AZ","West","03","01-Yes","05-Ind","03-Moderate",1,0,0,-0.165544648399641,0.0607566730969354,0.584638816110923,"1-Dem",37
"72","cell",6,72,"06-Over 70","02-male","04-HS","02-N","W","01-protestant","02-10to20k","1","03-Cell only","CA","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.221357261175008,0.74847744911666,0.126289769185635,"1-Dem",72
"75","cell",6,75,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","04-30to40k","2","03-Cell only","AZ","West","03","01-Yes","02-Rep","99-DK/refused",0,1,0,0.254520281995692,0.948762325642199,0.183204752215971,"2-Rep",75
"41","cell",6,41,"03-40to49","02-male","02-bach","02-N","B","07-other","05-40to50k","5","01-Both","CA","West","02","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-0.121327287305395,0.309890504811517,0.800180739260472,"1-Dem",41
"69","cell",6,69,"05-60to69","02-male","01-postgrad","02-N","W","01-protestant","09-over150k","2","01-Both","CA","West","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.188194240354324,0.905709111000691,0.43392453844605,"2-Rep",69
"38","cell",6,38,"02-30to39","01-female","04-HS","02-N","W","07-other","04-30to40k","3","01-Both","NV","West","01-Lowest","03-No","04-Lean Rep","05-Very conservative",0,0,1,-0.154490308126079,0.0673073642019744,0.00407807952568978,"3-Other",38
"34","cell",6,34,"02-30to39","02-male","03-assoc","02-N","B","01-protestant","05-40to50k","2","03-Cell only","CA","West","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.198707669220325,0.044515867202791,0.645651044855462,"1-Dem",34
"37","cell",6,37,"02-30to39","01-female","02-bach","02-N","B","07-other","08-100to150k","4","03-Cell only","AZ","West","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.165544648399641,0.224749865194804,0.881687937563494,"1-Dem",37
"56","cell",6,56,"04-50to59","02-male","02-bach","02-N","W","07-other","01-under10k","1","03-Cell only","CA","West","01-Lowest","03-No","05-Ind","02-Liberal",0,0,1,0.0444878167980259,0.340794152277345,0.0014001709212451,"3-Other",56
"31","cell",6,31,"02-30to39","01-female","02-bach","02-N","W","07-other","06-50to75k","1","03-Cell only","AZ","West","03","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.231870690041009,0.130726861181796,0.409138863740616,"1-Dem",31
"36","cell",6,36,"02-30to39","02-male","02-bach","02-N","W","07-other","08-100to150k","3","03-Cell only","OR","West","01-Lowest","03-No","03-Lean Dem","03-Moderate",1,0,0,-0.176598988673202,0.206264777647861,0.00811173069437337,"1-Dem",36
"38","cell",6,38,"02-30to39","01-female","01-postgrad","02-N","W","01-protestant","08-100to150k","3","01-Both","CA","West","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.154490308126079,0.244381506347343,0.102964667550575,"2-Rep",38
"34","cell",6,34,"02-30to39","02-male","03-assoc","01-Y","O","01-protestant","06-50to75k","6","03-Cell only","CA","West","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.198707669220325,0.044515867202791,0.873615371528553,"2-Rep",34
"67","cell",6,67,"05-60to69","02-male","05-less than HS","01-Y","W","07-other","04-30to40k","1","03-Cell only","OR","West","01-Lowest","01-Yes","05-Ind","03-Moderate",0,0,1,0.166085559807201,0.277589609415469,0.0898034078544892,"3-Other",67
"65","cell",6,65,"05-60to69","02-male","04-HS","02-N","W","02-catholic","99-DK/refused","2","03-Cell only","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.143976879260078,0.580485615829297,0.00349930357446755,"1-Dem",65
"72","cell",6,72,"06-Over 70","01-female","03-assoc","02-N","W","06-LDS","08-100to150k","2","01-Both","AZ","West","03","01-Yes","02-Rep","04-Conservative",1,0,0,0.221357261175008,0.74847744911666,0.516451620424234,"1-Dem",72
"47","cell",6,47,"03-40to49","02-male","01-postgrad","02-N","W","07-other","09-over150k","2","03-Cell only","NV","West","01-Lowest","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,-0.0550012456640267,0.463992035044123,0.0545842833979462,"2-Rep",47
"78","cell",6,78,"06-Over 70","01-female","01-postgrad","02-N","O","01-protestant","09-over150k","2","01-Both","AZ","West","02","01-Yes","02-Rep","05-Very conservative",0,1,0,0.287683302816377,0.962560046421784,0.993646024464245,"2-Rep",78
"52","cell",6,52,"04-50to59","02-male","05-less than HS","01-Y","O","02-catholic","99-DK/refused","6","03-Cell only","CA","West","05-Highest","03-No","05-Ind","04-Conservative",0,0,1,0.00027045570378032,0.0693108661719946,0.00931599239937844,"3-Other",52
"63","cell",6,63,"05-60to69","01-female","02-bach","02-N","O","07-other","99-DK/refused","Don't know/Refused","03-Cell only","CA","West","01-Lowest","99-DNK/refused","04-Lean Rep","04-Conservative",0,1,0,0.121868198712956,0.832853071241988,0.125706318444318,"2-Rep",63
"40","cell",6,40,"03-40to49","01-female","01-postgrad","02-N","A","07-other","01-under10k","1","03-Cell only","CA","West","05-Highest","01-Yes","05-Ind","02-Liberal",0,0,1,-0.132381627578956,0.0824115901025519,0.308191736432642,"3-Other",40
"23","cell",6,23,"01-Under 30","02-male","04-HS","02-N","W","03-athiest","06-50to75k","1","03-Cell only","NV","West","01-Lowest","01-Yes","05-Ind","03-Moderate",1,0,0,-0.3203054122295,0.00311104689390606,0.883235825592716,"1-Dem",23
"50","cell",6,50,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","08-100to150k","2","03-Cell only","OR","West","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.0218382248433425,0.211466745133075,0.0352303224112698,"2-Rep",50
"67","cell",6,67,"05-60to69","01-female","03-assoc","02-N","W","07-other","04-30to40k","2","03-Cell only","OR","West","01-Lowest","01-Yes","01-Dem","02-Liberal",0,0,1,0.166085559807201,0.632637946954485,0.0350250816063416,"3-Other",67
"71","cell",6,71,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","2","01-Both","OR","West","01-Lowest","01-Yes","01-Dem","04-Conservative",1,0,0,0.210302920901447,0.72732976199916,0.182255103314579,"1-Dem",71
