"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched"
"40","cell",6,40,"03-40to49","02-male","04-HS","02-N","W","02-catholic","07-75to100k","4","03-Cell only","FL","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,-0.655011425619554,0.140635363977916,0.88322288638479
"67","cell",6,67,"05-60to69","01-female","04-HS","02-N","B","01-protestant","05-40to50k","1","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","99-DK/refused",1,0,0,0.821775206225291,0.758330902498158,0.787549478801658
"42","cell",6,42,"03-40to49","01-female","03-assoc","02-N","W","01-protestant","05-40to50k","4","03-Cell only","NC","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,-0.545619823260676,0.169209558829712,0.828555897183517
"24","cell",6,24,"01-Under 30","01-female","03-assoc","02-N","B","01-protestant","99-DK/refused","1","03-Cell only","FL","South","02","01-Yes","01-Dem","03-Moderate",1,0,0,-1.53014424449057,0.0276446665555537,0.00324640567006116
"48","cell",6,48,"03-40to49","02-male","02-bach","02-N","W","01-protestant","08-100to150k","4","03-Cell only","KY","South","04","99-DNK/refused","05-Ind","02-Liberal",0,0,1,-0.217445016184044,0.281933686909093,0.962012731990694
"65","cell",6,65,"05-60to69","02-male","03-assoc","02-N","W","04-jewish","05-40to50k","2","01-Both","NY","Northeast","04","02-Probably","01-Dem","02-Liberal",1,0,0,0.712383603866413,0.716012460538496,0.956538014601711
"50","cell",6,50,"04-50to59","02-male","05-less than HS","01-Y","O","06-LDS","04-30to40k","5","03-Cell only","MA","Northeast","04","01-Yes","03-Lean Dem","02-Liberal",0,0,1,-0.108053413825167,0.328250861427198,0.292603372601649
"50","cell",6,50,"04-50to59","02-male","04-HS","02-N","W","07-other","08-100to150k","3","03-Cell only","OH","Midwest","02","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.108053413825167,0.328250861427198,0.810084578800248
"27","cell",6,27,"01-Under 30","02-male","02-bach","02-N","W","07-other","07-75to100k","2","03-Cell only","MA","Northeast","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-1.36605684095226,0.150317416292007,0.401605409488241
"60","cell",6,60,"05-60to69","02-male","03-assoc","02-N","O","03-athiest","08-100to150k","2","03-Cell only","MD","South","04","01-Yes","05-Ind","03-Moderate",0,0,1,0.43890459796922,0.24560513805084,0.632853001797237
"53","cell",6,53,"04-50to59","02-male","02-bach","02-N","B","07-other","06-50to75k","1","03-Cell only","GA","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,0.0560339897131491,0.75251444567853,0.527987708975284
"26","cell",6,26,"01-Under 30","01-female","02-bach","02-N","W","07-other","05-40to50k","1","03-Cell only","MD","South","05-Highest","01-Yes","02-Rep","03-Moderate",0,1,0,-1.4207526421317,0.136873362505369,0.456401351319462
"22","cell",6,22,"01-Under 30","02-male","03-assoc","02-N","B","07-other","06-50to75k","4","03-Cell only","PA","Northeast","03","02-Probably","03-Lean Dem","03-Moderate",1,0,0,-1.63953584684945,0.0223336991936199,0.0362961734053185
"25","cell",6,25,"01-Under 30","01-female","03-assoc","02-N","W","07-other","06-50to75k","1","01-Both","NY","Northeast","03","01-Yes","01-Dem","03-Moderate",1,0,0,-1.47544844331113,0.0307421235352244,0.512273312412127
"33","cell",6,33,"02-30to39","01-female","01-postgrad","01-Y","W","07-other","08-100to150k","3","03-Cell only","NC","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,-1.03788203387562,0.254308464175884,0.399128567173701
"48","cell",6,48,"03-40to49","01-female","03-assoc","02-N","W","02-catholic","07-75to100k","4","01-Both","VA","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,-0.217445016184044,0.281933686909093,0.94776943006182
"36","cell",6,36,"02-30to39","01-female","01-postgrad","02-N","B","01-protestant","08-100to150k","1","03-Cell only","GA","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,-0.873794630337309,0.321346815598118,0.253331464019605
"52","cell",6,52,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","08-100to150k","2","01-Both","VA","South","02","01-Yes","05-Ind","03-Moderate",0,0,1,0.00133818853371045,0.378169833175637,0.935193226721495
"35","cell",6,35,"02-30to39","02-male","03-assoc","02-N","B","01-protestant","06-50to75k","1","01-Both","FL","South","03","03-No","06-None","01-Very liberal",1,0,0,-0.928490431516747,0.0865124934318645,0.020694395010011
"21","cell",6,21,"01-Under 30","02-male","04-HS","02-N","W","07-other","06-50to75k","3","01-Both","FL","South","02","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-1.69423164802889,0.0200659033724677,0.0840566688958723
"46","cell",6,46,"03-40to49","02-male","02-bach","02-N","W","02-catholic","09-over150k","4","01-Both","MI","Midwest","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.326836618542922,0.585726545997396,0.965984344824509
"53","cell",6,53,"04-50to59","01-female","02-bach","02-N","W","02-catholic","05-40to50k","3","01-Both","NY","Northeast","02","01-Yes","01-Dem","03-Moderate",0,1,0,0.0560339897131491,0.75251444567853,0.685407337147846
"37","cell",6,37,"02-30to39","02-male","02-bach","02-N","W","04-jewish","09-over150k","4","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.81909882915787,0.345654074753058,0.913867779920201
"42","cell",6,42,"03-40to49","01-female","01-postgrad","02-N","W","04-jewish","09-over150k","4","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.545619823260676,0.477205898962799,0.948277797347118
"43","cell",6,43,"03-40to49","02-male","02-bach","02-N","W","07-other","05-40to50k","5","03-Cell only","NY","Northeast","02","01-Yes","05-Ind","03-Moderate",0,0,1,-0.490924022081238,0.185148445400672,0.843541542373461
"52","cell",6,52,"04-50to59","01-female","04-HS","02-N","W","01-protestant","01-under10k","1","01-Both","CT","Northeast","04","01-Yes","02-Rep","03-Moderate",0,1,0,0.00133818853371045,0.378169833175637,0.791832973887611
"36","cell",6,36,"02-30to39","01-female","01-postgrad","02-N","O","01-protestant","08-100to150k","5","03-Cell only","FL","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.873794630337309,0.321346815598118,0.253331464019605
"60","cell",6,60,"05-60to69","02-male","04-HS","02-N","O","02-catholic","01-under10k","2","03-Cell only","MI","Midwest","03","01-Yes","05-Ind","03-Moderate",1,0,0,0.43890459796922,0.24560513805084,0.143212858035767
"24","cell",6,24,"01-Under 30","02-male","02-bach","01-Y","O","07-other","08-100to150k","3","03-Cell only","GA","South","03","03-No","01-Dem","02-Liberal",1,0,0,-1.53014424449057,0.11301690752908,0.00166939730214258
"93","cell",6,93,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","08-100to150k","1","01-Both","KY","South","04","03-No","02-Rep","03-Moderate",0,1,0,2.2438660368907,0.995879829592686,0.997880384565231
"32","cell",6,32,"02-30to39","02-male","02-bach","02-N","O","03-athiest","04-30to40k","4","01-Both","NC","South","04","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-1.09257783505506,0.234126459621243,0.0545871947205821
"58","cell",6,58,"04-50to59","01-female","03-assoc","02-N","W","07-other","04-30to40k","2","01-Both","FL","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,0.329512995610343,0.539672924761935,0.879992519080241
"31","cell",6,31,"02-30to39","02-male","02-bach","02-N","A","05-muslim","08-100to150k","2","03-Cell only","VA","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-1.1472736362345,0.215084132309684,0.0673654845323625
"22","cell",6,22,"01-Under 30","01-female","02-bach","01-Y","W","07-other","04-30to40k","4","01-Both","PA","Northeast","01-Lowest","03-No","01-Dem","01-Very liberal",1,0,0,-1.63953584684945,0.0928711297351377,0.0499383154699938
"46","cell",6,46,"03-40to49","02-male","02-bach","02-N","W","01-protestant","08-100to150k","7","03-Cell only","OH","Midwest","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.326836618542922,0.585726545997396,0.953157686740911
"58","cell",6,58,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","3","01-Both","PA","Northeast","04","01-Yes","01-Dem","04-Conservative",1,0,0,0.329512995610343,0.539672924761935,0.91098265813913
"64","cell",6,64,"05-60to69","01-female","03-assoc","02-N","W","03-athiest","03-20to30k","2","01-Both","MI","Midwest","02","01-Yes","01-Dem","02-Liberal",1,0,0,0.657687802686975,0.693253828716924,0.910142459674035
"70","cell",6,70,"06-Over 70","02-male","01-postgrad","02-N","W","07-other","09-over150k","3","01-Both","VA","South","04","01-Yes","03-Lean Dem","04-Conservative",1,0,0,0.985862609763607,0.951280296467528,0.981507514682946
"30","cell",6,30,"02-30to39","02-male","02-bach","02-N","W","01-protestant","05-40to50k","4","01-Both","KY","South","01-Lowest","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-1.20196943741394,0.197191815377706,0.565306724834318
"68","cell",6,68,"05-60to69","01-female","02-bach","02-N","W","01-protestant","05-40to50k","1","01-Both","NC","South","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.876471007404729,0.940079288890851,0.98810426958925
"51","cell",6,51,"04-50to59","02-male","03-assoc","02-N","B","07-other","06-50to75k","4","03-Cell only","NY","Northeast","05-Highest","01-Yes","01-Dem","04-Conservative",1,0,0,-0.0533576126457282,0.352808863064872,0.473346483374184
"28","cell",6,28,"01-Under 30","02-male","04-HS","01-Y","O","07-other","04-30to40k","5","01-Both","GA","South","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-1.31136103977282,0.0421796612111165,0.0359370170990512
"59","cell",6,59,"04-50to59","01-female","02-bach","02-N","W","01-protestant","06-50to75k","2","01-Both","VA","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.384208796789781,0.854260772982999,0.940945117648819
"18","cell",6,18,"01-Under 30","01-female","03-assoc","01-Y","O","07-other","01-under10k","2","03-Cell only","NY","Northeast","05-Highest","02-Probably","01-Dem","02-Liberal",1,0,0,-1.85831905156721,0.0145337964808892,0.00168668051423741
"67","cell",6,67,"05-60to69","01-female","03-assoc","01-Y","W","02-catholic","99-DK/refused","4","03-Cell only","FL","South","02","03-No","04-Lean Rep","04-Conservative",0,1,0,0.821775206225291,0.758330902498158,0.494221193774511
"52","cell",6,52,"04-50to59","02-male","02-bach","02-N","W","07-other","06-50to75k","3","01-Both","NY","Northeast","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.00133818853371045,0.731584460779947,0.731584460779947
"27","cell",6,27,"01-Under 30","02-male","03-assoc","02-N","W","01-protestant","04-30to40k","4","03-Cell only","MS","South","02","99-DNK/refused","04-Lean Rep","04-Conservative",0,1,0,-1.36605684095226,0.0379749527800748,0.401605409488241
"26","cell",6,26,"01-Under 30","02-male","03-assoc","02-N","W","07-other","04-30to40k","2","03-Cell only","ND","Midwest","01-Lowest","01-Yes","01-Dem","01-Very liberal",1,0,0,-1.4207526421317,0.0341744386039552,0.181209867957591
"31","cell",6,31,"02-30to39","01-female","04-HS","01-Y","W","02-catholic","01-under10k","4","03-Cell only","TX","South","04","03-No","04-Lean Rep","04-Conservative",1,0,0,-1.1472736362345,0.0576195432380192,0.0492091776520645
"56","cell",6,56,"04-50to59","01-female","04-HS","02-N","W","01-protestant","05-40to50k","4","03-Cell only","MO","Midwest","01-Lowest","01-Yes","05-Ind","03-Moderate",0,0,1,0.220121393251465,0.173681488061823,0.957176855195898
"34","cell",6,34,"02-30to39","02-male","04-HS","02-N","W","07-other","03-20to30k","1","03-Cell only","MN","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.983186232696186,0.0782494765260448,0.508406091525047
"23","cell",6,23,"01-Under 30","01-female","02-bach","02-N","W","02-catholic","01-under10k","1","03-Cell only","TN","South","04","03-No","03-Lean Dem","03-Moderate",1,0,0,-1.58484004567001,0.102506460942268,0.0211167305415229
"50","cell",6,50,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","4","01-Both","FL","South","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.108053413825167,0.328250861427198,0.969247831853385
"79","cell",6,79,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","2","01-Both","TX","South","02","01-Yes","01-Dem","03-Moderate",1,0,0,1.47812482037856,0.921017275404502,0.996398928641633
"35","cell",6,35,"02-30to39","02-male","04-HS","01-Y","O","02-catholic","04-30to40k","3","03-Cell only","TX","South","03","03-No","01-Dem","03-Moderate",1,0,0,-0.928490431516747,0.0865124934318645,0.00146615088713495
"49","cell",6,49,"03-40to49","02-male","03-assoc","01-Y","O","07-other","06-50to75k","5","03-Cell only","TX","South","04","03-No","01-Dem","03-Moderate",1,0,0,-0.162749215004606,0.304597743944151,0.0890330936889928
"47","cell",6,47,"03-40to49","01-female","02-bach","02-N","W","01-protestant","04-30to40k","4","03-Cell only","MN","Midwest","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.272140817363483,0.611997963191654,0.85681097264351
"22","cell",6,22,"01-Under 30","02-male","04-HS","02-N","W","07-other","03-20to30k","4","03-Cell only","LA","South","04","03-No","01-Dem","02-Liberal",1,0,0,-1.63953584684945,0.0223336991936199,0.0362961734053185
"21","cell",6,21,"01-Under 30","01-female","02-bach","02-N","W","02-catholic","04-30to40k","2","03-Cell only","TX","South","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,-1.69423164802889,0.0840566688958723,0.113535052483831
"36","cell",6,36,"02-30to39","02-male","02-bach","02-N","W","01-protestant","06-50to75k","5","03-Cell only","IL","Midwest","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.873794630337309,0.321346815598118,0.777716892705524
"24","cell",6,24,"01-Under 30","02-male","03-assoc","02-N","W","01-protestant","02-10to20k","1","03-Cell only","CA","West","03","01-Yes","02-Rep","04-Conservative",0,1,0,-1.53014424449057,0.0276446665555537,0.198830182979628
"19","cell",6,19,"01-Under 30","02-male","04-HS","02-N","W","06-LDS","05-40to50k","4","03-Cell only","UT","West","03","03-No","04-Lean Rep","04-Conservative",0,1,0,-1.80362325038777,0.0161866956225128,0.0501836280536201
"80","cell",6,80,"06-Over 70","02-male","03-assoc","02-N","W","07-other","07-75to100k","3","03-Cell only","UT","West","04","01-Yes","01-Dem","03-Moderate",1,0,0,1.53282062155799,0.928617305341148,0.987859272923223
"49","cell",6,49,"03-40to49","02-male","05-less than HS","01-Y","W","02-catholic","02-10to20k","6","01-Both","CA","West","04","03-No","99-DK/refused","99-DK/refused",0,0,1,-0.162749215004606,0.0213421431407486,0.341002088513707
"54","cell",6,54,"04-50to59","02-male","02-bach","01-Y","W","06-LDS","07-75to100k","6","03-Cell only","UT","West","04","01-Yes","02-Rep","03-Moderate",0,1,0,0.110729790892588,0.772320306705709,0.972207225912444
"63","cell",6,63,"05-60to69","02-male","01-postgrad","02-N","A","07-other","09-over150k","2","01-Both","CA","West","05-Highest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.602992001507536,0.900785590758521,0.769587593417337
"76","cell",6,76,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","07-75to100k","4","03-Cell only","CA","West","02","02-Probably","03-Lean Dem","03-Moderate",1,0,0,1.31403741684024,0.97412027236923,0.997430338589576
"65","cell",6,65,"05-60to69","02-male","02-bach","02-N","W","01-protestant","05-40to50k","2","03-Cell only","CA","West","01-Lowest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.712383603866413,0.918696534078892,0.956538014601711
"28","cell",6,28,"01-Under 30","02-male","03-assoc","02-N","W","03-athiest","05-40to50k","1","03-Cell only","AZ","West","03","03-No","03-Lean Dem","03-Moderate",1,0,0,-1.31136103977282,0.0421796612111165,0.123894576804439
"64","cell",6,64,"05-60to69","01-female","02-bach","02-N","W","02-catholic","05-40to50k","1","01-Both","WY","West","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,0.657687802686975,0.910142459674035,0.981693847177981
"28","cell",6,28,"01-Under 30","01-female","02-bach","02-N","W","03-athiest","06-50to75k","2","03-Cell only","WY","West","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-1.31136103977282,0.164829804198436,0.349162610362
"40","cell",6,40,"03-40to49","01-female","03-assoc","02-N","O","07-other","04-30to40k","2","03-Cell only","HI","West","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,0,1,-0.655011425619554,0.140635363977916,0.0484901424479335
"(VOL) Don't know/Refused","cell",6,NA,"99-DNK/refused","01-female","02-bach","02-N","O","01-protestant","06-50to75k","2","01-Both","CA","West","05-Highest","01-Yes","05-Ind","03-Moderate",0,0,1,0,0.268941421369995,0.268941421369995
"63","cell",6,63,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","99-DK/refused","2","03-Cell only","NV","West","02","01-Yes","01-Dem","02-Liberal",1,0,0,0.602992001507536,0.6695131647924,0.631653598487061
"28","cell",6,28,"01-Under 30","01-female","03-assoc","02-N","W","07-other","04-30to40k","2","03-Cell only","AK","West","02","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-1.31136103977282,0.0421796612111165,0.215956289837408
"(VOL) Don't know/Refused","cell",6,NA,"99-DNK/refused","02-male","02-bach","02-N","A","07-other","08-100to150k","2","03-Cell only","CA","West","05-Highest","01-Yes","02-Rep","03-Moderate",0,1,0,0,0.622459331201855,0.417429793537685
"38","cell",6,38,"02-30to39","02-male","05-less than HS","01-Y","O","02-catholic","01-under10k","6","03-Cell only","CA","West","01-Lowest","03-No","03-Lean Dem","02-Liberal",1,0,0,-0.764403027978431,0.116211491561933,0.00551105601161766
"49","cell",6,49,"03-40to49","01-female","01-postgrad","02-N","B","01-protestant","09-over150k","5","01-Both","CA","West","05-Highest","01-Yes","05-Ind","03-Moderate",1,0,0,-0.162749215004606,0.304597743944151,0.662510402048848
"39","cell",6,39,"02-30to39","02-male","02-bach","02-N","W","03-athiest","99-DK/refused","1","03-Cell only","NV","West","02","02-Probably","04-Lean Rep","03-Moderate",0,1,0,-0.709707226798993,0.396656874733161,0.252356947058203
"23","cell",6,23,"01-Under 30","02-male","03-assoc","02-N","A","02-catholic","06-50to75k","4","03-Cell only","CA","West","05-Highest","03-No","03-Lean Dem","02-Liberal",1,0,0,-1.58484004567001,0.0248512955359524,0.00565423547811839
"71","cell",6,71,"06-Over 70","01-female","05-less than HS","02-N","W","02-catholic","01-under10k","1","03-Cell only","CA","West","05-Highest","03-No","01-Dem","04-Conservative",1,0,0,1.04055841094305,0.829362629042788,0.804466901220324
"40","cell",6,40,"03-40to49","02-male","05-less than HS","01-Y","B","02-catholic","99-DK/refused","2","03-Cell only","CA","West","05-Highest","03-No","03-Lean Dem","04-Conservative",1,0,0,-0.655011425619554,0.140635363977916,0.000932517657817122
"63","cell",6,63,"05-60to69","02-male","01-postgrad","02-N","W","07-other","08-100to150k","2","03-Cell only","CA","West","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.602992001507536,0.900785590758521,0.979620797694692
"25","cell",6,25,"01-Under 30","02-male","04-HS","01-Y","B","07-other","01-under10k","1","03-Cell only","OH","Midwest","02","03-No","05-Ind","01-Very liberal",0,0,1,-1.47544844331113,0.00702732596367115,0.00133489940175133
"38","cell",6,38,"02-30to39","01-female","05-less than HS","01-Y","W","07-other","01-under10k","Don't know/Refused","03-Cell only","FL","South","02","02-Probably","03-Lean Dem","03-Moderate",1,0,0,-0.764403027978431,0.116211491561933,0.451286829825488
"29","cell",6,29,"01-Under 30","02-male","04-HS","02-N","W","07-other","03-20to30k","2","03-Cell only","OH","Midwest","05-Highest","02-Probably","03-Lean Dem","02-Liberal",0,0,1,-1.25666523859338,0.0468272670184254,0.180445740997783
"25","cell",6,25,"01-Under 30","01-female","02-bach","02-N","W","07-other","04-30to40k","1","03-Cell only","NY","Northeast","05-Highest","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-1.47544844331113,0.124455594759058,0.350335785803856
"60","cell",6,60,"05-60to69","01-female","03-assoc","02-N","O","07-other","01-under10k","1","03-Cell only","MI","Midwest","01-Lowest","01-Yes","05-Ind","03-Moderate",1,0,0,0.43890459796922,0.24560513805084,0.312414045238526
"73","cell",6,73,"06-Over 70","02-male","04-HS","01-Y","O","01-protestant","03-20to30k","2","03-Cell only","FL","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,1.14995001330192,0.858136764968206,0.574418077302156
"50","cell",6,50,"04-50to59","01-female","03-assoc","02-N","O","01-protestant","06-50to75k","1","01-Both","IN","Midwest","01-Lowest","01-Yes","05-Ind","02-Liberal",1,0,0,-0.108053413825167,0.0983133864074602,0.446182579392975
"52","cell",6,52,"04-50to59","01-female","05-less than HS","02-N","W","01-protestant","01-under10k","4","01-Both","FL","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,0.00133818853371045,0.378169833175637,0.791832973887611
"70","cell",6,70,"06-Over 70","01-female","01-postgrad","02-N","W","07-other","06-50to75k","1","01-Both","NY","Northeast","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.985862609763607,0.951280296467528,0.993116530657429
"68","cell",6,68,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","2","03-Cell only","VA","South","04","01-Yes","02-Rep","05-Very conservative",0,1,0,0.876471007404729,0.777808722515165,0.977088583980017
"86","cell",6,86,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","05-40to50k","2","01-Both","SC","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,1.86099542863463,0.961653496960586,0.995452670873841
"58","cell",6,58,"04-50to59","02-male","04-HS","02-N","W","01-protestant","08-100to150k","3","03-Cell only","SC","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.329512995610343,0.539672924761935,0.91098265813913
"48","cell",6,48,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","04-30to40k","2","03-Cell only","FL","South","03","03-No","05-Ind","02-Liberal",0,1,0,-0.217445016184044,0.0805505571824091,0.24944832954087
"26","cell",6,26,"01-Under 30","01-female","03-assoc","01-Y","W","07-other","03-20to30k","2","03-Cell only","FL","South","04","03-No","01-Dem","02-Liberal",1,0,0,-1.4207526421317,0.0341744386039552,0.0210103626035425
"70","cell",6,70,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","06-50to75k","Don't know/Refused","03-Cell only","MD","South","02","01-Yes","04-Lean Rep","99-DK/refused",0,1,0,0.985862609763607,0.81331946928576,0.993116530657429
"40","cell",6,40,"03-40to49","02-male","01-postgrad","02-N","W","03-athiest","09-over150k","3","03-Cell only","MA","Northeast","04","99-DNK/refused","03-Lean Dem","01-Very liberal",1,0,0,-0.655011425619554,0.423109161149498,0.66596184336062
"73","cell",6,73,"06-Over 70","02-male","01-postgrad","02-N","W","07-other","07-75to100k","2","01-Both","TN","South","03","01-Yes","04-Lean Rep","03-Moderate",0,1,0,1.14995001330192,0.964425380892809,0.990370362171463
"50","cell",6,50,"04-50to59","01-female","02-bach","02-N","W","02-catholic","09-over150k","4","03-Cell only","NJ","Northeast","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.108053413825167,0.686518574545545,0.977771335231202
"48","cell",6,48,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","4","01-Both","WI","Midwest","03","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.217445016184044,0.281933686909093,0.94776943006182
"50","cell",6,50,"04-50to59","02-male","04-HS","01-Y","O","01-protestant","04-30to40k","6","01-Both","TX","South","05-Highest","03-No","05-Ind","03-Moderate",0,0,1,-0.108053413825167,0.0983133864074602,0.0530117301249875
"55","cell",6,55,"04-50to59","02-male","02-bach","02-N","W","02-catholic","07-75to100k","4","03-Cell only","IL","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.165425592072027,0.790981395769493,0.975015177997989
"53","cell",6,53,"04-50to59","01-female","03-assoc","01-Y","W","02-catholic","99-DK/refused","4","03-Cell only","TX","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.0560339897131491,0.404215223614089,0.609545300193583
"47","cell",6,47,"03-40to49","01-female","01-postgrad","02-N","O","01-protestant","03-20to30k","4","01-Both","LA","South","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.272140817363483,0.611997963191654,0.175913712878304
"80","cell",6,80,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","06-50to75k","2","01-Both","MN","Midwest","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,1.53282062155799,0.928617305341148,0.993729701279964
"60","cell",6,60,"05-60to69","02-male","03-assoc","02-N","W","02-catholic","01-under10k","Don't know/Refused","03-Cell only","MN","Midwest","02","03-No","01-Dem","05-Very conservative",1,0,0,0.43890459796922,0.593344599154056,0.552590398884816
"58","cell",6,58,"04-50to59","02-male","03-assoc","01-Y","O","01-protestant","06-50to75k","3","03-Cell only","TX","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.329512995610343,0.539672924761935,0.207349928803881
"60","cell",6,60,"05-60to69","01-female","05-less than HS","01-Y","O","02-catholic","05-40to50k","6","03-Cell only","TX","South","05-Highest","03-No","02-Rep","03-Moderate",0,1,0,0.43890459796922,0.593344599154056,0.18915285146654
"56","cell",6,56,"04-50to59","02-male","02-bach","02-N","W","04-jewish","09-over150k","4","01-Both","MO","Midwest","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.220121393251465,0.808492245503641,0.988344380620477
"18","cell",6,18,"01-Under 30","02-male","05-less than HS","02-N","B","02-catholic","02-10to20k","4","01-Both","TN","South","03","03-No","01-Dem","03-Moderate",1,0,0,-1.85831905156721,0.0145337964808892,0.00086668194476911
"39","cell",6,39,"02-30to39","02-male","01-postgrad","01-Y","O","01-protestant","99-DK/refused","Don't know/Refused","03-Cell only","CA","West","03","99-DNK/refused","99-DK/refused","99-DK/refused",1,0,0,-0.709707226798993,0.0316941936790739,0.0165272219812998
"85","cell",6,85,"06-Over 70","02-male","05-less than HS","01-Y","W","07-other","02-10to20k","3","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,1.80629962745519,0.957409470600307,0.963710619833401
"56","cell",6,56,"04-50to59","01-female","03-assoc","02-N","W","07-other","07-75to100k","1","03-Cell only","CA","West","03","03-No","04-Lean Rep","04-Conservative",0,1,0,0.220121393251465,0.485065140632601,0.854901832980051
"64","cell",6,64,"05-60to69","02-male","03-assoc","02-N","W","02-catholic","03-20to30k","1","01-Both","AZ","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.657687802686975,0.693253828716924,0.964952534235299
"41","cell",6,41,"03-40to49","02-male","01-postgrad","02-N","O","02-catholic","09-over150k","2","03-Cell only","PA","Northeast","05-Highest","01-Yes","04-Lean Rep","99-DK/refused",0,1,0,-0.600315624440115,0.45000976304828,0.231362939869812
"63","cell",6,63,"05-60to69","01-female","02-bach","02-N","A","01-protestant","06-50to75k","3","01-Both","HI","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.602992001507536,0.900785590758521,0.31130700812439
"33","cell",6,33,"02-30to39","02-male","03-assoc","01-Y","O","02-catholic","08-100to150k","4","03-Cell only","CA","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,-1.03788203387562,0.0707145854108694,0.196376458943407
"32","cell",6,32,"02-30to39","02-male","03-assoc","02-N","W","07-other","05-40to50k","3","03-Cell only","SD","Midwest","01-Lowest","03-No","02-Rep","01-Very liberal",0,1,0,-1.09257783505506,0.0638549892969005,0.0287907160576818
